model id,words,label-occurrences,nodes,edge,splits,joins,sequences,loops,task,event,inclusiveGateway,parallelGateway,exclusiveGateway,eventBasedGateway
2159,2.473684211,1.727272727,23,24,2,2,3,0,5,3,0,1,0,0
2160,1.611111111,1,14,15,2,2,1,0,4,3,0,1,0,0
2161,2.181818182,1.066666667,20,21,2,2,4,0,4,3,0,1,1,0
2162,1.142857143,1,3,2,0,0,1,0,2,2,0,0,0,0
2163,1.678571429,1.1,13,13,1,1,3,0,2,3,0,1,0,0
2164,3.428571429,1.8,11,11,1,1,2,0,6,4,0,0,1,0
2165,2.344827586,1.058823529,22,23,2,3,3,0,6,6,0,0,1,0
2166,2.2,1.5,3,2,0,0,1,0,0,3,0,0,0,0
2167,1,1,3,2,0,0,1,0,3,1,0,0,0,0
2168,1.181818182,1,3,2,0,0,1,0,0,3,0,0,0,0
2169,1,1,1,0,0,0,0,0,1,1,0,0,0,0
2170,1.333333333,1.1,13,13,1,1,3,0,2,3,0,1,0,0
2171,2.02173913,1.136363636,31,33,3,3,5,0,10,6,0,1,1,0
2172,1.272727273,1.25,7,7,1,1,1,0,0,3,0,1,0,0
2173,1.466666667,1,9,9,1,1,1,0,3,3,0,0,1,0
2174,2.05,1.6,10,10,1,1,1,0,8,3,0,0,1,0
2175,2,2,10,10,1,1,1,0,3,4,0,0,1,0
2176,2.575757576,1.388888889,31,33,3,3,5,0,8,2,1,0,1,0
2177,1.909090909,1,13,13,1,1,2,0,5,3,0,1,0,0
2178,3.857142857,1.4,27,29,3,3,4,0,6,3,0,1,1,0
2179,1.733333333,1,9,9,1,1,1,0,7,1,0,0,1,0
2180,1.785714286,1,10,10,1,1,2,0,2,3,0,1,0,0
2181,2.024390244,1.222222222,26,27,2,2,6,0,5,6,0,0,1,0
2182,1.815789474,1.384615385,24,26,3,3,3,0,6,4,0,1,1,0
2183,1.826086957,1.090909091,16,17,2,2,2,0,5,4,0,1,1,0
2184,2.35,1.076923077,16,16,1,1,4,0,4,2,0,0,1,0
2185,1,1,2,1,0,0,0,0,0,2,0,0,0,0
2186,1.25,1.125,12,12,2,1,2,0,3,3,0,1,1,0
2187,2.318181818,1.222222222,13,13,1,1,2,0,5,3,0,1,0,0
2188,1.5625,1.083333333,17,18,2,2,2,0,7,3,0,1,1,0
2189,1.090909091,1,4,3,0,0,1,0,2,2,0,0,0,0
2190,1.111111111,1,2,1,0,0,0,0,0,2,0,0,0,0
2191,1,1,3,2,0,0,1,0,0,2,0,0,0,0
2192,1.666666667,1,4,3,0,0,1,0,3,1,0,0,0,0
2193,1.833333333,1,12,12,1,1,2,0,5,4,0,0,1,0
2194,2.25,1.375,28,30,3,3,6,0,4,3,0,1,1,0
2195,1.071428571,1,8,8,1,1,1,0,1,3,0,1,0,0
2196,1.272727273,1,4,3,0,0,1,0,2,2,0,0,0,0
2197,2.2,1.142857143,10,10,1,1,2,0,2,3,0,1,0,0
2198,3.25,1.5,8,8,1,1,1,0,2,3,0,1,0,0
2199,2.64516129,1.3,34,37,4,4,5,0,9,3,0,1,1,0
2200,2.2,1.166666667,9,9,1,1,1,0,0,3,0,1,0,0
2201,2.2,1.055555556,23,24,2,2,5,0,5,3,0,0,1,0
2202,1.24,1,12,12,1,1,2,0,2,3,0,1,0,0
2203,2.5,1.75,9,9,1,1,1,0,2,3,1,0,0,0
2204,1.536585366,1.1875,25,27,3,3,3,0,5,3,0,1,1,0
2205,2.6875,1.818181818,26,28,3,3,5,0,8,2,0,1,1,0
2206,1.620689655,1.181818182,17,18,2,2,3,0,4,3,1,0,1,0
2207,1.78125,1.076923077,18,19,2,2,2,0,2,3,1,0,1,0
2208,1.2,1,3,2,0,0,1,0,1,3,0,0,0,0
2209,2.409090909,1.222222222,14,14,2,1,2,0,0,3,0,1,0,0
2210,2.111111111,1.5,8,8,1,1,2,0,4,3,0,1,0,0
2211,4.111111111,5.666666667,21,22,2,2,4,0,6,3,0,0,1,0
2212,1.4,1,2,1,0,0,0,0,0,2,0,0,0,0
2213,1.333333333,1,1,0,0,0,0,0,1,1,0,0,0,0
2214,1.8,1.5,3,2,0,0,1,0,2,2,0,0,0,0
2215,1.333333333,1,2,1,0,0,0,0,0,2,0,0,0,0
2216,1.642857143,1,10,10,1,1,1,0,2,3,0,0,1,0
2217,2.8,3.142857143,28,30,3,3,4,0,7,5,0,1,1,0
2218,1.538461538,1,8,8,1,1,1,0,0,3,0,1,0,0
2219,1.222222222,1,4,3,0,0,1,0,0,3,0,0,0,0
2220,1.230769231,1,8,8,1,1,1,0,5,2,0,1,0,0
2221,1.75,1,9,9,1,1,1,0,2,5,0,1,0,0
2222,2.073170732,1.227272727,33,35,3,3,5,0,10,5,0,0,1,0
2223,1.727272727,1.125,11,11,1,1,1,0,2,3,0,0,1,0
2224,2.05,1.176470588,24,25,2,2,5,0,6,3,0,0,1,0
2225,1.294117647,1,8,8,1,1,1,0,5,2,0,0,1,0
2226,1.8,1.285714286,11,11,1,1,1,0,4,5,0,0,1,0
2227,2.1,1.692307692,28,30,3,3,4,0,5,4,0,0,1,0
2228,2.219512195,1.1875,25,27,3,3,2,0,5,3,0,0,1,0
2229,1.785714286,1.272727273,18,19,2,2,2,0,5,3,0,0,1,1
2230,2.909090909,2,17,17,2,1,3,0,7,2,0,0,1,0
2231,1.666666667,1.5,3,2,0,0,1,0,0,3,0,0,0,0
2232,1.666666667,1.1,13,13,1,1,3,0,4,3,0,1,0,0
2233,2,1.142857143,10,10,1,1,1,0,4,3,0,0,1,0
2234,1.730769231,1.076923077,16,16,1,1,4,0,4,3,0,1,0,0
2235,1.25,1,3,2,0,0,1,0,2,2,0,0,0,0
2236,1.333333333,1,5,4,0,0,1,0,2,2,0,0,0,0
2237,1.125,1,4,3,0,0,1,0,2,2,0,0,0,0
2238,1.4,1,3,2,0,0,1,0,2,2,0,0,0,0
2239,1.857142857,1.666666667,12,12,1,1,2,0,5,3,0,0,1,0
2240,2.111111111,1.235294118,27,29,3,3,3,0,6,3,1,1,1,0
2241,1.647058824,1.375,13,13,1,1,3,0,6,3,0,0,1,0
2242,1,1,4,3,0,0,1,0,0,3,0,0,0,0
2243,1.476190476,1.142857143,10,10,1,1,2,0,7,3,0,0,1,0
2244,1.846153846,1,10,10,1,1,1,0,4,3,0,1,0,0
2245,2.333333333,1.6,32,35,4,4,5,0,6,3,0,1,1,0
2246,2.454545455,1.111111111,12,12,1,1,2,0,5,3,0,0,1,0
2247,1.96,1.125,23,24,3,2,3,0,6,3,0,0,1,0
2248,1.5,1,8,8,1,1,1,0,5,3,0,0,1,0
2249,1.235294118,1,10,10,1,1,1,0,5,5,0,0,1,0
2250,1.951219512,1.105263158,25,26,2,2,4,0,5,2,0,0,1,1
2251,2,1.176470588,25,26,3,2,5,0,5,6,0,0,1,1
2252,3.444444444,1.1,15,16,2,2,2,0,3,3,0,1,0,0
2253,1.761904762,1.2,16,17,2,2,2,0,4,3,0,1,0,1
2254,1,1,2,1,0,0,0,0,0,2,0,0,0,0
2255,1.72,1.333333333,16,17,2,2,2,0,9,3,0,1,1,0
2256,2.285714286,1.75,9,9,1,1,1,0,5,2,0,0,1,0
2257,2.37037037,1.133333333,21,22,2,2,4,0,6,3,0,0,1,0
2258,1.4,1,2,1,0,0,0,0,0,2,0,0,0,0
2259,1,1,2,1,0,0,0,0,0,2,0,0,0,0
2260,1.25,1,3,2,0,0,1,0,0,3,0,0,0,0
2261,1.142857143,1,2,1,0,0,0,0,0,2,0,0,0,0
2262,1.285714286,1.166666667,8,8,1,1,1,0,4,2,1,0,0,0
2263,1.727272727,1.052631579,26,28,3,3,3,0,6,3,0,1,1,0
2264,1.363636364,1.333333333,10,10,1,1,2,0,4,3,0,0,1,0
2265,1.454545455,1,4,3,0,0,1,0,1,2,0,0,0,0
2266,2.473684211,1.285714286,11,11,1,1,2,0,6,3,0,1,0,0
2267,1.235294118,1,10,10,1,1,1,0,3,3,0,0,1,0
2268,2.388888889,1.15,29,31,3,3,5,0,9,5,0,1,1,0
2269,1.206896552,1,12,12,1,1,2,0,5,3,0,0,1,0
2270,2.033333333,1,24,26,3,3,3,0,4,3,1,0,1,0
2271,2.785714286,1.25,12,12,1,1,2,0,5,2,0,0,1,0
2272,1.8,1,10,10,1,1,1,0,3,3,0,0,1,0
2273,2.423076923,1.5,25,26,2,2,4,0,6,3,0,1,1,0
2274,1.909090909,1.0625,23,25,3,3,3,0,3,3,0,1,0,0
2275,1.647058824,1.071428571,19,19,2,2,2,0,8,3,0,0,1,0
2276,1.441176471,1.083333333,15,15,1,1,3,0,4,4,0,0,1,0
2277,1,1,1,0,0,0,0,0,1,1,0,0,0,0
2278,3.071428571,1.571428571,13,13,1,1,3,0,7,1,0,0,1,0
2279,1.411764706,1,10,10,1,1,1,0,3,3,0,0,1,0
2280,2.2,1.083333333,17,18,2,2,2,0,7,3,0,1,1,0
2281,1,1,1,0,0,0,0,0,1,1,0,0,0,0
2282,1,1,1,0,0,0,0,0,1,1,0,0,0,0
2283,1.083333333,1,4,3,0,0,1,0,5,2,0,0,0,0
2284,1.285714286,1,2,1,0,0,0,0,1,1,0,0,0,0
2285,1.909090909,1,14,14,1,1,2,0,5,4,0,0,1,0
2286,2.967741935,1.2,30,32,3,3,4,0,5,3,0,1,1,0
2287,1.8,1,7,7,1,1,1,0,4,2,0,0,1,0
2288,1.428571429,1.333333333,4,3,0,0,1,0,0,3,0,0,0,0
2289,1.4,1.25,7,7,1,1,1,0,2,3,1,0,0,0
2290,2.428571429,1.25,12,12,1,1,3,0,5,2,0,1,0,0
2291,2.230769231,1.125,35,38,4,4,6,0,7,4,0,1,1,0
2292,1.32,1,10,10,1,1,1,0,4,5,0,1,0,0
2293,1.511627907,1.0625,23,25,3,3,4,0,7,6,0,1,0,0
2294,1.538461538,1,13,13,1,1,2,0,5,3,0,0,1,0
2295,2.272727273,1.166666667,9,9,1,1,1,0,2,3,0,0,1,0
2296,2.060606061,1.4,27,29,3,3,4,0,9,3,0,1,1,0
2297,2.161290323,1.25,26,28,3,3,3,0,6,3,0,1,1,0
2298,1.85,1.222222222,13,13,1,1,2,0,5,3,0,0,1,0
2299,2.125,1.1,15,16,2,2,1,0,5,3,0,1,1,0
