model id,words,label-occurrences,nodes,edge,splits,joins,sequences,loops,task,event,inclusiveGateway,parallelGateway,exclusiveGateway,eventBasedGateway
0,1,1,2,1,0,0,0,0,1,1,0,0,0,0
1,1.842105263,1,17,19,2,3,0,0,5,4,0,1,0,0
2,2.529411765,1.285714286,11,11,1,1,2,0,4,4,0,1,0,0
3,1.65,1.1,16,18,2,3,0,0,1,3,0,1,0,0
4,1,1,2,1,0,0,0,0,0,2,0,0,0,0
5,1,1,1,0,0,0,0,0,1,1,0,0,0,0
6,1.333333333,1,2,1,0,0,0,0,0,2,0,0,0,0
7,1.125,1,5,4,0,0,1,0,2,2,0,0,0,0
8,4.066666667,1.666666667,12,12,1,1,2,0,3,2,0,1,0,0
9,3,1.538461538,26,28,3,3,5,0,5,4,0,1,0,0
10,1.260869565,1,11,11,1,1,1,0,4,3,0,1,0,0
11,1,1,4,3,0,0,1,0,1,3,0,0,0,0
12,1.625,1.111111111,12,12,1,1,1,0,6,3,0,0,1,0
13,1.722222222,1.142857143,10,10,1,1,1,0,3,3,0,0,1,0
14,2.289473684,1.227272727,35,38,4,4,6,0,5,4,0,1,1,0
15,1.409090909,1.125,11,11,1,1,1,0,7,3,0,0,1,0
16,3.35,1.222222222,28,30,3,3,4,0,9,3,1,0,1,0
17,2,1.25,12,12,1,1,2,0,3,3,0,1,0,0
18,1.555555556,1.333333333,10,10,1,1,1,0,4,3,0,0,1,0
19,2,1.176470588,26,28,3,3,4,0,8,3,0,0,1,0
20,2.107142857,1.25,24,25,2,2,3,0,6,4,0,1,1,0
21,3.222222222,1.833333333,15,16,2,2,1,0,3,3,0,1,1,0
22,2.7,1.25,19,20,2,2,3,0,7,3,0,0,1,0
23,1.5,1,3,2,0,0,1,0,0,2,0,0,0,0
24,1.588235294,1.111111111,12,12,1,1,2,0,3,3,0,0,0,1
25,1.388888889,1,9,9,1,1,1,0,3,3,0,1,0,0
26,2.15,1.166666667,18,19,2,2,3,0,3,3,1,1,0,0
27,1.5,1,2,1,0,0,0,0,0,2,0,0,0,0
28,1,1,1,0,0,0,0,0,1,1,0,0,0,0
29,1,1,1,0,0,0,0,0,1,1,0,0,0,0
30,1.166666667,1,4,3,0,0,1,0,3,2,0,0,0,0
31,1.8,1.333333333,10,10,1,1,2,0,4,2,0,0,1,0
32,2.23255814,1.095238095,29,31,3,3,5,0,9,3,0,1,1,0
33,1.95,1.5,11,11,1,1,3,0,3,3,0,0,1,0
34,1.923076923,1.166666667,9,9,1,1,2,0,3,2,0,0,1,0
35,1.533333333,1,12,12,1,1,2,0,2,3,0,1,0,0
36,1.6,1.333333333,10,10,1,1,1,0,2,3,1,0,0,0
37,1.93877551,1.142857143,30,32,3,3,5,0,8,3,0,0,1,0
38,1.2,1.125,11,11,1,1,2,0,4,3,0,0,1,0
39,2.275862069,1.117647059,26,29,3,4,1,0,5,4,0,0,1,0
40,1.642857143,1.2,8,8,1,1,0,0,4,3,0,0,1,0
41,1.285714286,1.4,9,9,1,1,1,0,3,3,0,0,1,0
42,1.945945946,1.1,29,32,3,4,4,0,8,3,0,1,1,0
43,2.040816327,1.166666667,27,29,3,3,5,0,6,3,0,1,1,0
44,2.913043478,1.444444444,15,15,1,1,2,0,7,1,0,0,1,0
45,1.888888889,1.230769231,20,21,2,2,3,0,4,3,0,1,1,0
46,1,1,2,1,0,0,0,0,1,1,0,0,0,0
47,1.375,1,12,12,1,1,1,0,3,3,1,0,0,0
48,1.4,1,8,8,1,1,1,0,2,3,0,1,0,0
49,2.727272727,1.444444444,17,18,2,2,1,0,7,6,0,0,1,0
50,1.125,1,2,1,0,0,0,0,0,2,0,0,0,0
51,1.2,1,3,2,0,0,1,0,0,3,0,0,0,0
52,1.545454545,1,4,3,0,0,1,0,1,3,0,0,0,0
53,1,1,3,2,0,0,1,0,2,2,0,0,0,0
54,1.230769231,1,10,10,1,1,2,0,5,3,0,0,1,0
55,2.9,1.176470588,26,28,3,3,3,0,6,3,0,1,1,0
56,2,1.8,11,11,1,1,2,0,3,3,0,0,1,0
57,1.222222222,1,6,5,1,0,1,0,1,3,0,0,1,0
58,1.923076923,1.142857143,10,10,1,1,2,0,4,3,0,0,1,0
59,2.333333333,1.2,8,8,1,1,1,0,0,3,1,0,0,0
60,2.205882353,1.235294118,29,32,4,4,3,0,7,3,1,0,1,0
61,1.263157895,1.142857143,12,13,2,2,1,0,1,3,0,1,1,0
62,1.763157895,1.2,24,26,3,3,4,0,6,4,0,1,1,0
63,1.076923077,1,8,8,1,1,1,0,3,3,0,1,0,0
64,1.294117647,1,11,11,1,1,2,0,5,2,0,0,1,0
65,1.520833333,1,25,27,3,3,4,0,6,4,0,1,1,0
66,1.815789474,1.0625,23,26,4,4,2,3,6,3,0,1,1,1
67,2.111111111,1,16,17,2,2,2,0,4,3,0,1,0,0
68,1.296296296,1.090909091,16,17,2,2,2,0,6,4,0,0,1,0
69,1,1,1,0,0,0,0,0,1,1,0,0,0,0
70,2.5,2.4,14,14,1,1,3,0,4,3,0,0,1,0
71,1.230769231,1,8,8,1,1,2,0,0,3,1,0,0,0
72,1.4,1,17,18,2,2,2,0,2,3,0,1,1,0
73,1,1,1,0,0,0,0,0,1,1,0,0,0,0
74,1.090909091,1,3,2,0,0,1,0,2,1,0,0,0,0
75,1,1,1,0,0,0,0,0,1,1,0,0,0,0
76,2.4,1.5,4,3,1,0,0,0,0,2,0,0,1,0
77,1.888888889,1.4,9,9,1,1,1,0,3,3,0,0,1,0
78,2.233333333,1.3125,25,26,2,2,3,0,8,2,0,0,1,0
79,2.416666667,1,10,10,1,1,1,0,5,2,0,0,1,0
80,1.428571429,1,4,3,0,0,1,0,2,3,0,0,0,0
81,2,1.125,11,11,1,1,1,0,6,5,0,0,1,0
82,2.2,1,9,9,1,1,1,0,5,3,0,0,1,0
83,3.380952381,1.05,29,32,4,4,5,0,5,3,0,1,0,0
84,2.058823529,1.111111111,12,12,1,1,2,0,4,3,0,0,1,0
85,1.72,1.583333333,24,26,3,3,3,0,6,3,0,1,1,0
86,1.894736842,1,13,13,1,1,3,0,3,4,0,0,1,0
87,2.5,1,10,10,1,1,1,0,4,3,0,1,0,0
88,2.576923077,1.5,25,26,2,2,4,0,7,3,1,0,1,0
89,1.727272727,1.058823529,24,26,3,3,3,0,5,3,0,1,1,0
90,2.727272727,1.25,19,20,2,2,2,0,4,5,0,0,1,0
91,2.259259259,1.416666667,21,22,2,2,3,0,8,4,0,0,1,0
92,1.2,1,2,1,0,0,0,0,0,2,0,0,0,0
93,2.038461538,1.090909091,14,14,1,1,3,0,5,3,0,1,0,0
94,1.666666667,1,13,13,1,1,1,0,0,3,0,0,0,1
95,1.458333333,1.166666667,16,16,2,1,3,0,5,3,0,0,1,0
96,1.272727273,1,4,3,0,0,1,0,2,2,0,0,0,0
97,1,1,2,1,0,0,0,0,0,2,0,0,0,0
98,1.4,1.5,3,2,0,0,1,0,0,3,0,0,0,0
99,1.714285714,1,4,3,0,0,1,0,0,3,0,0,0,0
100,2,1.4,9,9,1,1,1,0,5,3,0,0,1,0
101,3.7,1.105263158,29,32,4,4,3,0,4,3,0,1,0,1
102,2.666666667,1.2,8,8,1,1,1,0,2,3,0,1,0,0
103,1,1,7,7,1,1,1,0,0,3,1,0,0,0
104,1.5625,1,9,9,1,1,1,0,3,3,0,0,1,0
105,2.055555556,1.1,13,13,1,1,2,0,5,3,0,0,1,0
106,2.902439024,1.315789474,31,33,3,3,5,0,6,3,1,1,0,1
107,1.6,1.285714286,11,11,1,1,2,0,4,4,0,0,1,0
108,1.714285714,1.210526316,29,31,3,3,6,0,9,4,0,1,1,0
109,2.25,1.25,12,13,2,2,2,1,3,3,0,0,1,0
110,1.6,1.5,11,11,1,1,2,0,2,4,0,0,1,0
111,1.659090909,1.176470588,28,31,4,4,3,0,6,2,0,1,1,0
112,3.291666667,1.25,25,27,2,3,2,0,7,4,0,1,0,0
113,1.551724138,1,16,17,2,2,2,0,4,3,0,0,1,0
114,1.516129032,1,16,17,2,2,1,0,3,3,0,1,1,0
115,1,1,3,2,0,0,1,0,2,2,0,0,0,0
116,1.454545455,1,13,13,1,1,3,0,3,3,0,0,1,0
117,1.176470588,1,9,9,1,1,1,0,1,3,0,1,0,0
118,1.666666667,1.071428571,19,20,2,2,2,0,4,3,0,1,1,0
119,1,1,2,1,0,0,0,0,0,2,0,0,0,0
120,1,1,2,1,0,0,0,0,0,2,0,0,0,0
121,1.166666667,1,4,3,0,0,1,0,2,2,0,0,0,0
122,1.142857143,1,2,1,0,0,0,0,0,2,0,0,0,0
123,1.5,1.142857143,10,10,1,1,1,0,5,3,0,0,1,0
124,2.689655172,1.294117647,28,30,3,3,4,0,6,3,0,1,1,0
125,1.6,1.125,11,11,1,1,1,0,2,3,0,0,1,0
126,2.333333333,1.333333333,10,10,1,1,1,0,1,3,0,1,0,0
127,1.545454545,1.4,7,6,0,0,1,0,7,2,0,0,0,0
128,1.941176471,1.111111111,12,12,1,1,2,0,5,4,0,0,1,0
129,3.166666667,1.2,31,34,3,5,3,0,6,4,0,1,1,0
130,1.555555556,1.166666667,9,9,1,1,1,0,2,3,0,1,0,0
131,1.892857143,1.357142857,24,26,4,3,4,7,10,5,0,1,1,0
132,1.470588235,1.142857143,10,10,1,1,2,0,1,3,0,0,0,1
133,1.8125,1.125,11,11,1,1,2,0,5,5,0,0,1,0
134,3,1.4,27,29,3,4,4,0,5,3,1,1,0,0
135,1.540540541,1.266666667,25,27,3,3,3,0,7,3,0,1,1,0
136,2.642857143,1.1,13,13,1,1,4,0,4,3,0,0,1,0
137,1.529411765,1,20,21,2,2,2,0,4,3,0,0,1,0
138,1,1,1,0,0,0,0,0,1,1,0,0,0,0
139,2.375,1.25,12,12,1,1,2,0,4,3,1,0,0,0
140,1.647058824,1.25,11,11,1,1,2,0,4,2,0,0,1,0
141,1.555555556,1,16,17,2,2,2,0,4,3,0,1,1,0
142,1.272727273,1,3,2,0,0,1,0,1,2,0,0,0,0
143,1.214285714,1,3,2,0,0,1,0,2,2,0,0,0,0
144,1,1,1,0,0,0,0,0,1,1,0,0,0,0
145,2,1.5,3,2,0,0,1,0,0,3,0,0,0,0
146,1.833333333,1,9,9,1,1,1,0,5,2,1,0,0,0
147,2.5,1.466666667,28,30,3,3,4,0,6,3,0,1,1,0
148,2.25,2,10,10,1,1,1,0,2,3,0,0,1,0
149,2.285714286,1.333333333,4,3,0,0,1,0,1,3,0,0,0,0
150,1.7,1.285714286,11,11,1,1,1,0,4,3,0,1,0,0
151,1.461538462,1.125,11,11,1,1,1,0,5,3,0,0,1,0
152,1.973684211,1.388888889,31,33,4,3,6,0,6,4,0,1,1,0
153,1.909090909,1.4,9,9,1,1,1,0,4,3,0,0,1,0
154,1.583333333,1.25,24,25,2,2,5,0,5,6,0,0,1,0
155,1.48,1,11,11,1,1,2,0,5,4,1,0,0,0
156,1.25,1,8,8,1,1,1,0,6,2,0,1,0,0
157,1.870967742,1.428571429,26,28,3,3,5,0,6,4,0,1,1,0
158,2.566666667,1.095238095,29,31,3,3,4,0,4,2,1,1,1,0
159,3.05,1.5,19,20,2,2,3,0,6,5,0,1,1,0
160,2.2,1.416666667,21,22,2,2,4,0,4,3,0,0,1,1
161,1,1,2,1,0,0,0,0,0,2,0,0,0,0
162,1.366666667,1.090909091,14,14,1,1,2,0,6,3,0,0,1,0
163,1.363636364,1.2,8,8,1,1,1,0,0,3,0,1,0,0
164,1.6875,1.166666667,18,19,2,2,2,0,2,2,0,0,1,0
165,1.857142857,1.5,3,2,0,0,1,0,0,3,0,0,0,0
166,1.333333333,1,4,3,0,0,1,0,2,2,0,0,0,0
167,1,1,2,1,0,0,0,0,0,2,0,0,0,0
168,1.285714286,1,3,2,0,0,1,0,0,3,0,0,0,0
169,2.888888889,1.375,13,13,1,1,2,0,5,3,0,0,1,0
170,3,1.785714286,31,33,3,3,6,0,7,4,0,1,1,0
171,1.125,1,7,7,1,1,1,0,2,3,1,0,0,0
172,1.076923077,1,6,5,0,0,1,0,5,3,0,0,0,0
173,1.384615385,1,13,13,1,1,1,0,7,3,0,0,1,0
174,1.25,1,10,10,1,1,1,0,3,3,0,0,1,0
175,2.147058824,1.277777778,29,31,3,3,4,0,6,4,0,0,1,0
176,2.222222222,1.428571429,12,12,1,1,3,0,3,3,0,0,1,0
177,1.848484848,1.571428571,26,27,2,2,5,0,9,4,0,0,1,0
178,1.647058824,1.125,11,11,1,1,2,0,5,3,0,0,1,0
179,1.875,1.111111111,12,12,1,1,2,0,4,3,0,0,1,0
180,3.666666667,1.222222222,26,27,2,2,6,0,8,4,0,1,1,0
181,1.65625,1.117647059,23,24,2,2,5,0,6,4,0,0,1,0
182,2.692307692,1.375,13,14,1,2,2,1,8,2,0,0,1,0
183,2.263157895,1.076923077,19,21,2,3,1,0,8,3,0,0,1,0
184,1,1,3,2,0,0,1,0,2,2,0,0,0,0
185,1.344827586,1,12,12,1,1,3,0,6,3,0,0,1,0
186,1.578947368,1.111111111,12,12,1,1,2,0,7,2,0,0,1,0
187,1.914285714,1.133333333,21,22,2,2,5,0,7,3,0,0,1,0
188,1.75,1.5,3,2,0,0,1,0,2,2,0,0,0,0
189,1.25,1,4,3,0,0,1,0,2,2,0,0,0,0
190,1.142857143,1,3,2,0,0,1,0,0,3,0,0,0,0
191,1,1,2,1,0,0,0,0,0,2,0,0,0,0
192,2,1.333333333,10,10,1,1,2,0,6,2,0,0,1,0
193,2.71875,1.117647059,25,27,3,3,3,0,6,6,1,0,1,0
194,1.555555556,1,9,9,1,1,1,0,4,3,0,0,1,0
195,1.5,1,4,3,0,0,1,0,0,3,0,0,0,0
196,1.588235294,1.125,11,11,1,1,2,0,5,2,0,0,1,0
197,1.4375,1,8,7,1,0,1,0,6,4,0,0,1,0
198,2.470588235,1.2,30,32,3,3,4,0,11,5,0,1,1,0
199,1.583333333,1.125,11,11,1,1,2,0,4,2,0,0,1,0
200,1.666666667,1.1875,25,27,3,3,4,0,4,3,1,1,1,0
201,1.6875,1.2,8,8,1,1,1,0,2,3,0,1,0,0
202,1.923076923,1,8,8,1,1,1,0,2,3,0,1,0,0
203,2.289473684,1.25,31,34,4,3,4,2,5,2,0,0,1,0
204,2.117647059,1.307692308,23,26,4,4,3,7,10,3,0,1,1,0
205,2,1.1,13,13,1,1,2,0,3,3,1,0,0,0
206,2.214285714,1.090909091,17,19,2,3,0,0,2,3,0,0,1,0
207,1.714285714,1,3,2,0,0,1,0,1,2,0,0,0,0
208,3.055555556,2,14,16,2,3,1,2,5,2,0,1,1,0
209,1.533333333,1,9,9,1,1,1,0,0,3,0,0,0,1
210,1.612903226,1.153846154,19,20,2,2,3,0,6,3,0,1,1,0
211,1,1,1,0,0,0,0,0,1,1,0,0,0,0
212,1,1,3,2,0,0,1,0,1,2,0,0,0,0
213,1,1,1,0,0,0,0,0,1,1,0,0,0,0
214,1.5,1,2,1,0,0,0,0,0,2,0,0,0,0
215,1.2,1,11,11,1,1,2,0,4,3,0,0,1,0
216,2.72,1.692307692,28,30,3,3,6,0,7,2,0,0,1,1
217,1.333333333,1,8,8,1,1,1,0,3,2,0,0,1,0
218,1.846153846,1.25,7,7,1,1,1,0,1,5,0,1,0,0
219,2.333333333,1,9,9,1,1,1,0,4,1,0,0,1,0
220,2.692307692,1.571428571,13,13,1,1,2,0,5,4,0,0,1,0
221,2.068181818,1.173913043,35,38,4,4,6,0,6,3,1,0,1,1
222,1.571428571,1,13,13,1,1,3,0,4,5,0,0,0,1
223,1.609756098,1.047619048,28,30,3,3,4,0,5,3,0,0,1,0
224,1.714285714,1,9,9,1,1,1,0,5,3,0,0,1,0
225,2.0625,1.125,11,11,1,1,2,0,3,3,0,0,1,0
226,1.8,1.095238095,28,30,3,3,5,0,4,3,0,0,1,1
227,2.952380952,1.357142857,23,24,2,2,5,0,6,3,0,0,1,1
228,1.695652174,1.222222222,13,13,1,1,3,0,3,3,0,0,1,0
229,2.428571429,1.076923077,16,16,1,2,3,0,4,3,0,0,1,0
230,1,1,2,1,0,0,0,0,1,2,0,0,0,0
231,1.666666667,1.181818182,15,15,1,1,4,0,6,3,0,0,1,0
232,1.368421053,1,10,10,1,1,1,0,3,2,0,0,0,1
233,2.708333333,1.272727273,18,19,2,2,3,0,5,4,0,1,1,0
234,1.375,1,3,2,0,0,1,0,4,1,0,0,0,0
235,1.3,1,3,2,0,0,1,0,2,2,0,0,0,0
236,1.2,1,2,1,0,0,0,0,0,2,0,0,0,0
237,1.5,1,5,4,0,0,1,0,2,3,0,0,0,0
238,1.785714286,1.333333333,10,10,1,1,2,0,2,3,0,0,1,0
239,2.633333333,1.266666667,25,27,3,3,4,0,10,1,1,1,1,0
240,1.52173913,1.125,11,11,1,1,1,0,8,5,0,0,1,0
241,1.083333333,1,4,3,0,0,1,0,2,2,0,0,0,0
242,2.1,1.333333333,9,9,1,1,1,0,3,3,0,0,1,0
243,2.222222222,1.333333333,10,10,1,1,1,0,2,3,0,0,1,0
244,2.69047619,1.19047619,31,33,3,3,5,0,9,4,0,0,1,1
245,1.652173913,1,13,13,1,1,2,0,5,3,0,0,1,0
246,1.818181818,1.111111111,24,25,2,2,4,0,6,3,0,0,1,0
247,1.517241379,1.1,13,13,1,1,2,0,4,5,0,0,1,0
248,1.352941176,1,8,8,1,1,1,0,2,2,0,1,0,0
249,1.755555556,1,26,28,3,3,3,0,9,4,0,1,1,0
250,1.756756757,1.25,26,28,3,3,4,0,7,3,0,1,1,0
251,1.545454545,1,16,17,2,2,3,0,3,3,0,1,1,0
252,3.095238095,1.142857143,20,21,2,2,2,0,6,2,0,0,1,1
253,1.166666667,1,2,1,0,0,0,0,0,2,0,0,0,0
254,1.541666667,1,13,13,1,1,2,0,6,3,0,0,1,0
255,1.695652174,1.1,13,13,1,1,2,0,3,2,0,1,0,0
256,2.35,1.153846154,19,20,2,2,3,0,5,2,0,0,1,0
257,1,1,2,1,0,0,0,0,0,2,0,0,0,0
258,1.25,1,2,1,0,0,0,0,0,2,0,0,0,0
259,1.166666667,1,3,2,0,0,1,0,2,2,0,0,0,0
260,2.5,1,2,1,0,0,0,0,0,2,0,0,0,0
261,1.642857143,1,9,9,2,2,0,0,1,3,1,0,0,0
262,1.976190476,1.090909091,30,32,3,3,4,0,5,2,1,1,1,0
263,1.363636364,1,10,10,1,1,1,0,5,2,0,0,1,0
264,1.583333333,1,4,3,0,0,1,0,2,2,0,0,0,0
265,1.739130435,1.125,11,11,1,1,2,0,6,2,0,0,1,0
266,1.375,1.125,11,11,1,1,2,0,3,2,0,0,1,0
267,2.941176471,1.666666667,29,30,2,2,6,0,6,3,0,0,1,1
268,1.416666667,1,8,8,1,1,2,0,3,3,0,1,0,0
269,2.142857143,1.266666667,23,24,2,2,3,0,4,4,0,1,1,0
270,1.56,1.111111111,12,12,1,1,2,0,3,5,0,0,1,0
271,2.4,1.142857143,10,10,1,1,2,0,3,3,0,0,1,0
272,2.611111111,1.043478261,30,32,3,3,4,0,4,4,0,1,1,0
273,1.72972973,1.117647059,23,24,2,2,3,0,4,3,0,1,0,1
274,1.678571429,1,15,16,2,2,2,0,5,3,0,1,0,0
275,1.594594595,1,19,20,2,2,3,0,5,4,0,0,1,0
276,1.666666667,1,2,1,0,0,0,0,1,1,0,0,0,0
277,2.117647059,1.111111111,12,12,1,2,2,0,8,3,0,0,1,0
278,1.5,1,14,15,2,2,1,0,2,3,0,1,1,0
279,2.733333333,1.333333333,16,17,2,2,2,0,3,3,0,1,0,0
280,1.2,1,3,2,0,0,1,0,2,2,0,0,0,0
281,1,1,1,0,0,0,0,0,1,1,0,0,0,0
282,1.4,1,2,1,0,0,0,0,0,2,0,0,0,0
283,2,2,2,1,0,0,0,0,2,0,0,0,0,0
284,1.222222222,1,13,13,1,1,3,0,5,3,0,0,1,0
285,1.710526316,1.571428571,28,30,3,3,5,0,5,4,0,1,1,0
286,1.692307692,1.125,11,11,1,1,2,0,4,3,0,1,0,0
287,1.555555556,1.333333333,4,3,0,0,1,0,2,1,0,0,0,0
288,2.266666667,2,10,10,1,1,1,0,4,3,0,1,0,0
289,1.8125,1,12,12,1,1,1,0,5,3,0,0,1,0
290,2.615384615,1.315789474,31,33,3,3,5,0,4,3,0,0,1,0
291,3,1.222222222,13,13,1,1,3,0,6,3,0,0,1,0
292,2.46875,1.461538462,23,24,2,2,5,0,6,2,0,0,1,1
293,2,1,10,10,1,1,1,0,5,3,0,1,0,0
294,1.666666667,1,10,10,1,1,1,0,5,5,0,1,0,0
295,1.761904762,1.105263158,25,26,2,2,5,0,5,4,0,0,1,0
296,2.260869565,1.055555556,23,24,2,2,2,0,8,3,0,0,1,1
297,1.772727273,1,13,13,1,1,2,0,5,3,0,0,1,0
298,3.181818182,1.6,20,21,2,2,4,0,5,2,0,1,1,0
299,1,1,2,1,0,0,0,0,0,2,0,0,0,0
300,1.5,1.2,14,14,1,1,2,0,2,3,0,1,0,0
301,1.6,1,10,10,1,1,2,0,3,3,0,1,0,0
302,2.055555556,1.090909091,16,17,2,2,2,0,2,3,1,0,0,0
303,1,1,3,2,0,0,1,0,3,2,0,0,0,0
304,1,1,2,1,0,0,0,0,1,1,0,0,0,0
305,1,1,4,3,0,0,1,0,2,2,0,0,0,0
306,1.375,1,3,2,0,0,1,0,1,2,0,0,0,0
307,1.307692308,1,9,9,1,1,1,0,3,6,0,1,0,0
308,2.285714286,1,27,29,3,3,3,0,6,3,1,1,1,0
309,1.8125,1.125,11,11,1,1,2,0,4,3,0,0,1,0
310,2,2,4,3,0,0,1,0,2,2,0,0,0,0
311,2.388888889,1.428571429,12,13,2,1,1,5,3,4,0,0,1,0
312,2.076923077,1.166666667,9,9,1,1,1,0,2,3,0,1,0,0
313,2.15625,1.294117647,30,33,4,4,3,0,6,4,0,1,1,1
314,2,1,12,12,1,1,2,0,5,5,0,0,1,0
315,2.461538462,1.333333333,26,28,3,3,3,0,5,3,1,0,1,1
316,1.52173913,1.111111111,12,12,1,1,2,0,4,2,0,0,1,0
317,1.470588235,1.285714286,12,13,2,2,1,0,2,3,0,1,0,0
318,2.279069767,1.136363636,31,33,3,3,7,0,7,3,1,0,1,1
319,2.529411765,1.1875,23,24,3,3,3,0,5,6,0,1,0,1
320,5.4,2.2,13,13,1,1,3,0,5,1,0,0,1,0
321,1.657142857,1.066666667,20,21,2,2,3,0,10,5,0,1,1,0
322,1,1,1,0,0,0,0,0,1,1,0,0,0,0
323,1.684210526,1,12,12,1,1,2,0,4,3,0,1,0,0
324,3.333333333,2,8,8,1,1,0,0,2,3,0,1,0,0
325,2.047619048,1,18,19,2,2,1,0,8,2,0,1,1,0
326,1,1,2,1,0,0,0,0,0,2,0,0,0,0
327,1.5,1,4,3,0,0,1,0,2,2,0,0,0,0
328,1,1,2,1,0,0,0,0,0,2,0,0,0,0
329,1.166666667,1,3,2,0,0,1,0,0,3,0,0,0,0
330,1.833333333,1.166666667,9,9,1,1,1,0,1,3,0,0,1,0
331,2.135135135,1.142857143,30,32,3,3,4,0,9,5,0,1,1,0
332,1.894736842,1.25,12,12,1,1,2,0,3,3,0,0,1,0
333,1.4375,1,10,10,1,1,2,0,3,3,0,0,1,0
334,1.235294118,1,8,8,1,1,0,0,3,3,0,0,1,0
335,1.421052632,1,9,9,1,1,1,0,2,3,0,0,1,0
336,2.517241379,1.769230769,29,31,3,3,3,0,7,5,0,1,1,0
337,1.722222222,1.1,13,13,1,1,3,0,7,3,0,0,1,0
338,1.805555556,1.266666667,23,24,2,2,3,0,5,6,0,1,0,0
339,1.615384615,1.111111111,12,12,1,1,2,0,2,3,0,0,1,0
340,1.294117647,1,11,11,1,1,2,0,3,3,0,0,1,0
341,2.307692308,1.176470588,26,28,3,3,3,0,9,3,1,0,1,0
342,2.791666667,1.25,26,28,3,3,3,0,4,3,0,1,1,0
343,1.851851852,1.181818182,15,15,1,1,2,0,7,3,0,0,1,0
344,1.769230769,1,18,19,2,2,3,0,6,1,0,0,1,0
345,1,1,2,1,0,0,0,0,0,2,0,0,0,0
346,2.461538462,1.285714286,12,12,2,1,2,0,4,3,0,1,0,0
347,1.52,1.111111111,12,12,1,1,2,0,1,3,0,0,1,0
348,1.46875,1,18,19,2,2,4,0,5,3,0,1,1,0
349,1,1,2,1,0,0,0,0,0,2,0,0,0,0
350,1.285714286,1,3,2,0,0,1,0,0,3,0,0,0,0
351,1.142857143,1,4,3,0,0,1,0,1,3,0,0,0,0
352,1,1,2,1,0,0,0,0,1,1,0,0,0,0
353,1.888888889,1.4,9,9,1,1,1,0,5,2,0,0,1,0
354,2.84,1.166666667,27,29,3,3,4,0,10,3,0,1,1,0
355,2,1.111111111,12,12,1,1,2,0,9,2,0,0,1,0
356,1.315789474,1,6,5,0,0,1,0,2,2,0,0,0,0
357,1.466666667,1,7,8,2,2,0,1,2,4,0,1,0,0
358,2.3125,1,10,10,1,1,2,0,3,3,0,0,1,0
359,1.756097561,1.15,29,31,3,3,6,0,7,2,0,0,1,0
360,1.625,1,11,11,1,1,2,0,3,3,0,0,1,0
361,1.8,1.117647059,23,24,2,2,3,0,4,3,0,0,1,1
362,2.3125,1.333333333,10,10,1,1,1,0,4,3,0,0,1,0
363,1.545454545,1.285714286,11,11,1,1,1,0,6,3,0,0,1,0
364,2.121212121,1.166666667,25,26,2,2,5,0,6,4,0,1,1,0
365,3.888888889,1.666666667,26,28,3,3,4,0,8,5,0,1,1,0
366,1.56,1.2,14,14,1,1,3,0,3,3,0,0,1,0
367,1.464285714,1.166666667,17,18,2,2,3,0,7,3,0,1,1,0
368,1,1,2,1,0,0,0,0,0,2,0,0,0,0
369,1.608695652,1.090909091,14,14,1,1,4,0,3,4,0,0,1,0
370,2.5,2,8,8,1,1,1,0,2,3,0,0,1,0
371,2.526315789,1.076923077,18,19,2,2,2,0,2,5,0,1,1,0
372,1,1,1,0,0,0,0,0,1,1,0,0,0,0
373,1,1,1,0,0,0,0,0,1,1,0,0,0,0
374,1.25,1,2,1,0,0,0,0,0,2,0,0,0,0
375,1.5,1.5,3,2,0,0,1,0,1,2,0,0,0,0
376,1.357142857,1,8,8,1,1,0,0,2,3,0,0,1,0
377,2.214285714,1.090909091,30,32,3,3,4,0,6,5,1,0,1,0
378,1.904761905,1.1,13,13,1,1,3,0,6,3,0,0,1,0
379,2.444444444,1,4,3,0,0,1,0,3,2,0,0,0,0
380,1.954545455,1.125,11,11,1,1,1,0,4,4,0,0,1,0
381,1.708333333,1.111111111,12,13,1,2,3,1,5,2,0,0,1,0
382,3.260869565,1.047619048,29,32,3,4,4,0,5,5,0,0,1,0
383,1.423076923,1.333333333,10,10,1,1,1,0,5,3,0,0,1,0
384,3.16,1.095238095,29,31,3,3,5,0,3,3,0,1,1,0
385,1.833333333,1.2,8,8,1,1,1,0,3,3,0,1,0,0
386,1.647058824,1.285714286,11,11,1,1,2,0,3,3,0,0,1,0
387,1.695652174,1.157894737,28,31,4,4,5,3,6,3,0,1,1,0
388,2.125,1.055555556,23,25,3,3,5,7,7,2,0,0,1,0
389,1.952380952,1.5,18,19,2,2,3,0,5,3,0,0,1,0
390,2.434782609,1.181818182,15,15,1,1,4,0,4,3,0,1,0,0
391,1.125,1,3,2,0,0,1,0,2,2,0,0,0,0
392,1.724137931,1,16,17,2,2,2,0,5,4,0,0,1,0
393,1.9,1.2,8,8,1,1,1,0,2,3,0,1,0,0
394,2.1,1.166666667,18,19,2,2,3,0,2,3,0,1,1,0
395,1.5,1.5,3,2,0,0,1,0,0,2,0,0,0,0
396,1,1,2,1,0,0,0,0,0,2,0,0,0,0
397,2.2,1,4,3,0,0,1,0,2,2,0,0,0,0
398,1.285714286,1,3,2,0,0,1,0,0,3,0,0,0,0
399,1.352941176,1.125,11,11,1,1,2,0,4,3,0,0,1,0
