model id,words,label-occurrences,nodes,edge,splits,joins,sequences,loops,task,event,parallelGateway,exclusiveGateway,eventBasedGateway
461,1.7209302325581395,1.1111111111111112,26,34,6,4,3,0,0,4,1,1,0
462,2.1914893617021276,1.1481481481481481,38,47,5,7,6,0,0,4,1,1,0
463,2.74,1.0277777777777777,47,51,5,5,6,0,0,4,0,1,0
464,3.255813953488372,1.25,50,54,5,5,6,0,0,4,1,1,0
465,3.04,1.125,59,65,7,7,9,0,0,4,1,1,0
466,4.147540983606557,1.38,83,95,9,10,12,0,0,4,1,1,0
467,3.25,1.2307692307692308,60,71,7,9,7,0,0,4,1,1,0
468,2.380952380952381,1.0869565217391304,30,38,5,6,0,0,0,4,0,1,0
469,2.5531914893617023,1.1923076923076923,39,42,4,4,7,0,0,4,0,1,0
470,1.0,1.0,3,2,0,0,1,0,0,3,0,0,0
471,1.825,1.05,27,35,6,4,1,0,0,4,1,0,1
472,2.239130434782609,1.0344827586206897,36,45,8,6,4,0,0,4,1,1,1
473,2.4583333333333335,1.2857142857142858,45,61,9,9,2,0,0,4,1,1,0
474,2.803921568627451,1.2580645161290323,50,54,6,5,10,0,0,4,0,1,0
475,2.8813559322033897,1.1578947368421053,56,61,6,6,10,0,0,4,0,1,0
476,3.4545454545454546,1.2884615384615385,82,101,15,11,10,0,0,4,1,1,0
477,2.830508474576271,1.25,57,62,6,6,9,0,0,4,0,1,0
478,2.3055555555555554,1.1363636363636365,31,33,3,3,6,0,0,4,0,1,0
479,2.1627906976744184,1.125,34,42,7,4,4,0,0,3,1,1,0
480,1.0,1.0,3,2,0,0,1,0,0,3,0,0,0
481,2.176470588235294,1.1,28,36,6,4,3,0,0,4,1,1,0
482,2.48,1.1290322580645162,43,46,4,4,6,0,0,4,0,1,0
483,2.44,1.1724137931034482,43,59,7,11,2,0,0,4,1,1,0
484,2.3793103448275863,1.1388888888888888,51,55,5,5,7,0,0,4,0,1,0
485,2.9655172413793105,1.3076923076923077,65,77,10,8,10,0,0,4,1,1,0
486,3.2253521126760565,1.38,84,100,13,11,8,0,0,4,1,1,0
487,2.5873015873015874,1.2894736842105263,63,75,8,10,6,0,0,4,1,1,0
488,2.024390243902439,1.1428571428571428,30,38,6,4,3,0,0,4,1,1,0
489,2.111111111111111,1.1111111111111112,38,40,4,4,6,0,0,3,1,1,0
490,1.0,1.0,2,1,0,0,0,0,0,2,0,0,0
491,2.25,1.3333333333333333,26,23,1,1,4,0,0,4,0,1,0
492,2.0555555555555554,1.1379310344827587,40,48,7,4,4,0,0,4,1,1,0
493,2.0185185185185186,1.0606060606060606,41,49,5,6,3,0,0,4,0,1,0
494,2.6041666666666665,1.2903225806451613,50,54,5,5,7,0,0,4,1,1,0
495,2.8947368421052633,1.2777777777777777,56,66,6,8,5,0,0,4,1,1,0
496,3.315068493150685,1.2962962962962963,86,99,10,11,9,0,0,4,0,1,0
497,2.966666666666667,1.2105263157894737,60,78,13,9,7,0,0,4,1,1,0
498,1.9272727272727272,1.0769230769230769,36,39,4,4,4,0,0,4,0,1,0
499,2.05,1.2083333333333333,37,40,4,4,6,0,0,4,1,1,0
500,1.25,1.0,3,2,0,0,1,0,0,3,0,0,0
501,2.0526315789473686,1.105263157894737,27,29,3,3,3,0,0,3,1,1,0
502,2.75,1.16,39,43,5,5,6,0,0,4,0,1,0
503,3.0,1.1071428571428572,41,45,5,6,6,0,0,4,1,1,0
504,2.78,1.2,51,67,9,9,5,0,0,4,1,0,0
505,3.0163934426229506,1.175,56,72,10,9,5,0,0,4,1,1,0
506,3.8852459016393444,1.3076923076923077,82,94,9,10,12,0,0,4,0,1,0
507,2.6,1.1162790697674418,58,68,8,6,8,0,0,4,1,1,0
508,1.9787234042553192,1.1818181818181819,30,28,3,3,4,0,0,4,0,1,0
509,2.4473684210526314,1.2857142857142858,33,41,6,4,4,0,0,3,1,1,0
510,1.0,1.0,2,1,0,0,0,0,0,2,0,0,0
511,2.35,1.1904761904761905,29,30,2,2,6,0,0,4,0,1,0
512,2.7045454545454546,1.1111111111111112,36,44,7,5,3,0,0,4,1,0,1
513,2.3962264150943398,1.0909090909090908,46,50,5,5,8,0,0,4,0,1,0
514,2.783333333333333,1.2,54,65,7,9,5,0,0,4,1,1,0
515,2.4782608695652173,1.15,56,66,7,8,7,0,0,4,0,1,0
516,3.3582089552238807,1.434782608695652,80,86,8,10,10,0,0,4,1,1,0
517,3.074074074074074,1.205128205128205,57,67,7,8,5,0,0,4,0,1,0
518,1.8478260869565217,1.0909090909090908,30,32,3,3,3,0,0,3,0,1,0
519,2.2666666666666666,1.0384615384615385,33,41,4,6,4,0,0,4,1,1,0
520,1.2,1.0,2,1,0,0,0,0,0,2,0,0,0
521,2.142857142857143,1.1,26,27,2,2,5,0,0,4,1,1,0
522,2.6341463414634148,1.1428571428571428,40,49,7,5,4,0,0,4,1,1,0
523,2.772727272727273,1.1666666666666667,43,46,5,5,7,0,0,4,1,1,0
524,3.4318181818181817,1.2424242424242424,50,60,8,6,7,0,0,4,1,1,0
525,3.0980392156862746,1.2432432432432432,58,63,6,6,9,0,0,4,0,1,1
526,3.3174603174603177,1.3478260869565217,80,94,12,10,11,0,0,4,1,1,0
527,3.2037037037037037,1.2972972972972974,64,77,9,11,7,0,0,4,1,1,0
528,3.037037037037037,1.4444444444444444,34,43,7,5,3,0,0,3,1,1,0
529,2.4,1.2272727272727273,33,35,3,3,7,0,0,4,0,1,0
530,1.0,1.0,2,1,0,0,0,0,0,2,0,0,0
531,1.7894736842105263,1.1,28,36,6,4,2,0,0,3,1,1,0
532,2.477272727272727,1.2083333333333333,37,40,4,4,6,0,0,4,0,1,0
533,2.8333333333333335,1.2222222222222223,41,50,7,5,4,0,0,4,1,1,1
534,2.625,1.2162162162162162,55,65,7,8,6,0,0,4,0,1,0
535,2.888888888888889,1.2857142857142858,56,72,12,8,3,0,0,4,1,1,0
536,3.6774193548387095,1.2745098039215685,80,92,11,9,9,0,0,4,1,1,1
537,3.0425531914893615,1.2857142857142858,57,68,7,9,7,0,0,4,1,1,0
538,2.1463414634146343,1.0769230769230769,34,34,3,3,5,0,0,4,1,1,0
539,2.857142857142857,1.6111111111111112,37,46,5,7,3,0,0,4,1,1,0
540,1.0,1.0,2,1,0,0,0,0,0,2,0,0,0
541,1.7804878048780488,1.1666666666666667,27,29,3,3,4,0,0,4,0,1,0
542,2.3,1.173913043478261,37,47,8,6,3,0,0,4,1,1,0
543,2.5686274509803924,1.2258064516129032,48,59,7,8,2,0,0,4,0,1,0
544,2.58,1.1111111111111112,50,60,8,6,6,0,0,4,1,1,0
545,3.2244897959183674,1.4666666666666666,57,68,10,8,6,0,0,4,1,1,0
546,3.1029411764705883,1.2884615384615385,83,90,8,8,10,0,0,4,1,1,0
547,3.0392156862745097,1.3157894736842106,60,71,7,8,8,0,0,4,0,1,0
548,2.477272727272727,1.2608695652173914,35,43,5,6,2,0,0,4,0,1,0
549,1.9285714285714286,1.0714285714285714,38,41,4,4,6,0,0,4,0,1,0
550,1.0,1.0,3,1,0,0,0,0,1,2,0,0,0
551,1.6170212765957446,1.0,26,28,3,3,4,0,0,4,1,1,0
552,2.66,1.09375,43,58,6,10,3,0,0,4,1,0,0
553,2.7333333333333334,1.103448275862069,42,46,5,5,6,0,0,4,1,1,0
554,2.5483870967741935,1.1578947368421053,50,47,3,3,9,0,0,4,0,1,0
555,3.875,1.3243243243243243,59,69,7,8,8,0,0,4,0,1,0
556,3.774193548387097,1.3673469387755102,82,100,14,9,12,0,0,4,1,1,0
557,2.914285714285714,1.1777777777777778,65,76,8,9,6,0,0,4,0,1,0
558,1.9130434782608696,1.08,33,35,3,3,7,0,0,4,0,1,0
559,2.311111111111111,1.0,34,37,4,4,5,0,0,4,1,1,0
560,1.1,1.0,2,1,0,0,0,0,0,2,0,0,0
561,1.9130434782608696,1.1428571428571428,30,38,6,4,2,0,0,3,1,1,0
562,2.0172413793103448,1.064516129032258,41,50,6,7,2,0,0,4,0,1,0
563,2.232142857142857,1.064516129032258,41,44,5,5,5,0,0,4,0,1,0
564,2.388059701492537,1.048780487804878,51,53,4,4,8,0,0,4,0,1,0
565,3.1,1.2941176470588236,56,61,6,6,7,0,0,4,1,1,0
566,3.757142857142857,1.263157894736842,85,94,10,8,10,0,0,4,1,1,0
567,3.433333333333333,1.2325581395348837,65,76,8,9,9,0,0,4,0,1,0
568,2.2448979591836733,1.2083333333333333,35,44,5,6,1,0,0,4,0,1,0
569,1.8653846153846154,1.0357142857142858,36,44,4,7,4,0,0,4,1,1,0
570,1.1428571428571428,1.0,3,2,0,0,1,0,0,3,0,0,0
571,2.0625,1.0,26,34,5,6,1,0,0,4,1,1,0
572,2.3125,1.1428571428571428,39,47,7,5,4,0,0,4,1,1,0
573,2.392156862745098,1.1379310344827587,41,43,4,4,6,0,0,4,1,1,0
574,2.46,1.4137931034482758,51,53,5,6,8,0,0,4,1,1,1
575,3.0925925925925926,1.393939393939394,57,73,13,9,5,0,0,4,1,1,0
576,3.288135593220339,1.26,81,95,10,12,12,0,0,4,1,1,0
577,2.888888888888889,1.2142857142857142,64,75,7,10,8,0,0,4,1,1,0
578,2.1904761904761907,1.1818181818181819,30,29,3,3,4,0,0,4,0,1,0
579,2.5,1.375,39,53,7,8,1,0,0,4,1,0,0
580,1.0,1.0,2,1,0,0,0,0,0,2,0,0,0
581,1.8157894736842106,1.05,27,35,6,4,2,0,0,3,1,1,0
582,2.5128205128205128,1.1481481481481481,39,42,4,4,5,0,0,4,0,1,0
583,2.169811320754717,1.1428571428571428,41,51,9,7,4,0,0,4,1,1,0
584,2.5961538461538463,1.3548387096774193,51,61,6,8,6,0,0,4,1,1,0
585,2.1875,1.1891891891891893,58,71,9,10,5,0,0,4,1,1,1
586,2.780821917808219,1.3617021276595744,80,87,8,8,14,0,0,4,0,1,0
587,3.347826086956522,1.3142857142857143,58,63,6,6,10,0,0,4,1,1,0
588,1.8974358974358974,1.1363636363636365,33,36,4,4,6,0,0,4,1,1,0
589,2.0930232558139537,1.0769230769230769,34,36,4,4,6,0,0,4,0,1,0
590,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0
591,2.025,1.0476190476190477,26,27,2,2,3,0,0,4,0,1,0
592,3.0606060606060606,1.4,36,39,5,6,5,0,0,4,0,1,0
593,2.017543859649123,1.2,44,46,4,4,6,0,0,4,1,1,0
594,2.7704918032786887,1.225,60,77,8,12,9,0,0,4,1,1,0
595,2.3142857142857145,1.1578947368421053,56,68,8,9,6,0,0,4,1,1,0
596,3.5,1.4166666666666667,86,100,12,10,11,0,0,4,1,1,0
597,3.1333333333333333,1.3,66,78,11,9,8,0,0,4,1,1,0
598,2.27027027027027,1.1904761904761905,31,33,3,3,5,0,0,4,0,1,0
599,2.0217391304347827,1.08,33,35,3,3,6,0,0,4,1,1,1
600,1.0,1.0,2,1,0,0,0,0,0,2,0,0,0
601,2.1666666666666665,1.0454545454545454,29,31,3,3,4,0,0,4,1,1,0
602,2.128205128205128,1.16,37,40,4,4,5,0,0,4,0,1,0
603,2.7884615384615383,1.3333333333333333,49,65,9,9,3,0,0,4,1,1,0
604,2.5660377358490565,1.2424242424242424,51,61,8,6,7,0,0,4,1,1,1
605,2.5,1.1666666666666667,56,62,7,7,10,0,0,4,1,1,0
606,3.6507936507936507,1.4444444444444444,83,104,14,13,8,0,0,4,1,1,0
607,3.1481481481481484,1.236842105263158,58,69,9,7,9,0,0,4,1,1,0
608,1.9782608695652173,1.1428571428571428,30,38,6,4,2,0,0,4,1,1,0
609,2.282608695652174,1.0689655172413792,39,42,4,4,6,0,0,4,0,1,0
610,1.0,1.0,2,1,0,0,0,0,0,2,0,0,0
611,1.8085106382978724,1.1,28,30,3,3,3,0,0,4,0,1,1
612,2.1702127659574466,1.2173913043478262,36,39,4,4,6,0,0,4,0,1,0
613,2.358490566037736,1.2142857142857142,42,45,4,5,7,0,0,4,0,1,0
614,2.5689655172413794,1.2424242424242424,50,60,8,6,7,0,0,4,1,1,0
615,2.523076923076923,1.2162162162162162,57,62,6,6,10,0,0,4,0,1,0
616,3.2432432432432434,1.38,84,96,12,10,11,0,0,4,1,1,0
617,3.328125,1.255813953488372,65,82,9,12,8,0,0,4,1,1,1
618,2.122448979591837,1.2,30,32,3,4,5,0,0,4,1,1,0
619,2.5849056603773586,1.1538461538461537,36,38,3,3,7,0,0,4,1,1,0
620,1.0,1.0,2,1,0,0,0,0,0,2,0,0,0
621,2.0277777777777777,1.263157894736842,29,37,6,4,3,0,0,4,1,1,0
622,2.217391304347826,1.2307692307692308,42,46,5,5,6,0,0,4,0,1,0
623,2.314814814814815,1.2333333333333334,44,53,6,7,4,0,0,4,0,1,0
624,1.9558823529411764,1.0512820512820513,51,67,8,11,2,0,0,4,1,1,0
625,2.933333333333333,1.2727272727272727,56,62,7,7,10,0,0,4,0,1,1
626,3.757142857142857,1.4313725490196079,88,106,14,10,10,0,0,4,1,1,0
627,3.1320754716981134,1.2820512820512822,59,74,9,8,5,0,0,4,1,1,0
628,2.0,1.0416666666666667,31,33,4,4,6,0,0,4,0,1,0
629,2.263157894736842,1.08,34,43,5,7,3,0,0,4,1,1,0
630,1.2,1.0,2,1,0,0,0,0,0,2,0,0,0
631,1.8717948717948718,1.05,27,29,3,3,3,0,0,4,0,1,0
632,1.9166666666666667,1.037037037037037,36,39,4,4,6,0,0,3,0,1,0
633,2.5,1.2142857142857142,42,45,4,4,8,0,0,4,0,1,1
634,2.4464285714285716,1.1578947368421053,56,61,6,6,8,0,0,4,1,1,0
635,3.4,1.2564102564102564,61,78,10,10,8,0,0,4,1,1,0
636,3.6,1.5348837209302326,80,81,7,7,12,0,0,4,1,1,0
637,3.6744186046511627,1.2857142857142858,57,62,7,8,9,0,0,4,1,1,0
638,2.090909090909091,1.1818181818181819,32,34,4,4,4,0,0,4,0,1,0
639,2.3823529411764706,1.1666666666666667,34,36,3,3,5,0,0,4,0,1,0
640,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0
641,1.7906976744186047,1.0909090909090908,30,38,4,6,2,0,0,4,1,1,0
642,2.3653846153846154,1.1666666666666667,36,39,4,4,5,0,0,4,0,1,0
643,2.326530612244898,1.1935483870967742,45,47,4,4,6,0,0,4,1,1,0
644,2.473684210526316,1.2352941176470589,50,59,7,5,5,0,0,4,1,1,0
645,2.245614035087719,1.2162162162162162,59,71,10,8,8,0,0,4,1,1,1
646,3.026315789473684,1.2037037037037037,85,106,12,16,8,0,0,4,1,1,1
647,2.91044776119403,1.1041666666666667,65,82,10,10,6,0,0,4,1,1,0
648,2.255813953488372,1.12,34,36,3,3,5,0,0,4,0,1,0
649,2.4545454545454546,1.2,38,41,4,4,5,0,0,4,1,1,0
650,1.0,1.0,2,1,0,0,0,0,0,2,0,0,0
651,2.189189189189189,1.05,26,33,6,4,3,0,0,4,1,1,0
652,2.272727272727273,1.0588235294117647,42,51,5,6,5,0,0,4,0,1,0
653,2.103448275862069,1.1612903225806452,46,62,7,11,3,0,0,4,1,1,0
654,1.9841269841269842,1.2121212121212122,50,54,5,6,6,0,0,4,0,1,0
655,2.9285714285714284,1.303030303030303,57,63,8,8,8,0,0,4,1,1,0
656,3.140625,1.3777777777777778,81,98,12,12,8,0,0,4,1,1,0
657,3.5925925925925926,1.3095238095238095,66,83,12,8,9,0,0,4,1,1,0
658,1.9821428571428572,1.037037037037037,32,33,2,3,4,0,0,4,0,1,0
659,2.2972972972972974,1.35,33,41,7,5,3,0,0,4,1,1,0
660,1.1666666666666667,1.0,3,2,0,0,1,0,0,3,0,0,0
661,2.46875,1.2222222222222223,26,33,5,3,4,0,0,4,1,0,0
662,1.9423076923076923,1.1,40,50,6,7,2,0,0,4,0,1,0
663,2.0517241379310347,1.1142857142857143,49,53,6,7,7,0,0,4,0,1,0
664,2.607142857142857,1.2424242424242424,51,62,7,8,6,0,0,4,1,1,0
665,2.619718309859155,1.1555555555555554,64,76,8,9,8,0,0,4,0,1,0
666,4.322033898305085,1.3877551020408163,81,98,9,13,8,0,0,4,1,1,0
667,2.621212121212121,1.1333333333333333,61,62,6,6,9,0,0,4,0,1,0
668,1.9285714285714286,1.0869565217391304,31,33,4,4,5,0,0,4,0,1,0
669,2.1041666666666665,1.0769230769230769,36,39,4,4,5,0,0,4,0,1,0
670,1.2857142857142858,1.0,2,1,0,0,0,0,0,2,0,0,0
671,1.925,1.0434782608695652,28,29,2,2,4,0,0,4,0,1,0
672,2.3043478260869565,1.1481481481481481,37,39,3,3,5,0,0,4,0,1,0
673,2.658536585365854,1.1481481481481481,41,45,5,5,5,0,0,4,0,1,0
674,3.1818181818181817,1.2727272727272727,54,65,9,7,7,0,0,4,1,1,0
675,3.0925925925925926,1.25,59,65,7,7,9,0,0,4,1,1,0
676,3.3194444444444446,1.26,81,88,9,10,11,0,0,4,1,1,0
677,3.05,1.2093023255813953,66,72,7,7,10,0,0,4,1,1,0
678,2.0952380952380953,1.04,30,31,2,2,5,0,0,4,0,1,0
679,2.4473684210526314,1.1304347826086956,34,37,4,4,4,0,0,4,0,1,0
680,1.0,1.0,2,1,0,0,0,0,0,2,0,0,0
681,2.2,1.1764705882352942,26,28,3,3,4,0,0,4,0,1,0
682,2.1346153846153846,1.1428571428571428,42,52,9,7,2,0,0,4,1,1,0
683,2.7,1.2758620689655173,44,58,8,8,4,0,0,4,1,0,0
684,3.7209302325581395,1.3636363636363635,56,66,6,9,7,0,0,4,1,1,0
685,3.7254901960784315,1.3783783783783783,62,78,7,12,8,0,0,4,1,1,0
686,3.830769230769231,1.2962962962962963,85,112,15,15,5,0,0,4,1,1,0
687,3.358490566037736,1.368421052631579,62,73,9,7,9,0,0,4,1,1,0
688,1.8679245283018868,1.0833333333333333,30,31,3,3,3,0,0,4,0,1,0
689,1.8780487804878048,1.0,33,36,5,5,4,0,0,4,0,1,0
690,1.8,1.0,2,1,0,0,0,0,0,2,0,0,0
691,2.4571428571428573,1.25,26,28,3,3,5,0,0,3,1,1,0
692,2.18,1.0909090909090908,42,42,3,3,6,0,0,4,0,1,0
693,2.56,1.1290322580645162,43,46,4,4,6,0,0,4,0,1,0
694,2.7241379310344827,1.1794871794871795,56,59,5,5,10,0,0,4,0,1,0
695,2.689655172413793,1.2222222222222223,56,61,7,7,10,0,0,4,0,1,0
696,3.8793103448275863,1.3617021276595744,80,100,13,12,8,0,0,4,1,1,0
697,3.235294117647059,1.1842105263157894,57,67,7,9,8,0,0,4,1,1,1
698,2.2285714285714286,1.0,30,32,3,3,6,0,0,4,0,1,0
699,2.1020408163265305,1.0714285714285714,38,41,4,4,5,0,0,4,1,1,0
700,1.125,1.0,3,1,0,0,0,0,1,2,0,0,0
701,2.116279069767442,1.35,32,40,6,4,4,0,0,4,1,1,0
702,1.8823529411764706,1.1111111111111112,38,41,4,5,4,0,0,4,0,1,0
703,2.4375,1.1724137931034482,43,46,5,4,7,0,0,4,1,1,0
704,2.5090909090909093,1.1764705882352942,50,54,5,5,8,0,0,4,0,1,0
705,2.5671641791044775,1.1818181818181819,64,69,6,6,8,0,0,4,0,1,0
706,3.1621621621621623,1.25,83,91,9,9,15,0,0,4,1,1,0
707,3.0923076923076924,1.275,63,74,8,10,8,0,0,4,1,1,0
708,2.341463414634146,1.1363636363636365,31,33,3,3,5,0,0,4,0,1,0
709,1.9019607843137254,1.0740740740740742,37,40,4,4,4,0,0,4,0,1,0
710,1.4,1.0,2,1,0,0,0,0,0,2,0,0,0
711,2.611111111111111,1.1818181818181819,32,34,3,3,5,0,0,4,0,1,0
712,2.0,1.1333333333333333,42,45,5,5,5,0,0,4,1,1,0
713,2.74,1.21875,49,53,5,5,7,0,0,4,1,1,0
714,3.239130434782609,1.3225806451612903,51,61,8,6,4,0,0,4,1,1,0
715,2.0579710144927534,1.205128205128205,57,67,6,8,7,0,0,4,1,1,0
716,4.101694915254237,1.34,83,96,11,9,12,0,0,4,1,1,0
717,2.913793103448276,1.394736842105263,65,76,8,9,9,0,0,4,0,1,0
718,2.59375,1.263157894736842,30,32,3,3,4,0,0,4,0,1,0
719,2.119047619047619,1.3043478260869565,36,45,5,6,4,0,0,4,0,1,0
720,1.25,1.0,3,2,0,0,1,0,0,3,0,0,0
721,1.6764705882352942,1.0526315789473684,26,28,4,4,2,0,0,4,0,1,0
722,2.2972972972972974,1.25,40,50,8,6,4,0,0,4,1,1,0
723,2.5,1.09375,45,55,6,8,3,0,0,4,1,1,0
724,2.1724137931034484,1.1025641025641026,51,57,7,5,5,0,0,4,1,1,0
725,3.207547169811321,1.1904761904761905,64,76,9,11,7,0,0,4,1,1,0
726,3.3666666666666667,1.425531914893617,83,97,10,11,10,0,0,4,1,1,0
727,2.673076923076923,1.2857142857142858,57,74,8,12,6,0,0,4,1,1,0
728,2.085714285714286,1.0,30,31,3,3,3,0,0,4,0,1,0
729,2.2325581395348837,1.0714285714285714,38,47,5,7,4,0,0,4,1,1,1
730,1.6,1.0,2,1,0,0,0,0,0,2,0,0,0
731,1.9090909090909092,1.1904761904761905,31,40,7,5,3,0,0,4,1,1,0
732,1.9615384615384615,1.0740740740740742,37,40,4,5,6,0,0,4,0,1,0
733,3.0,1.1379310344827587,42,45,5,4,4,0,0,4,1,1,0
734,2.3518518518518516,1.1714285714285715,51,55,5,5,7,0,0,4,1,1,0
735,2.4745762711864407,1.125,57,61,6,6,9,0,0,4,0,1,0
736,2.7945205479452055,1.2549019607843137,82,96,11,12,12,0,0,4,1,1,0
737,3.6862745098039214,1.225,61,78,10,10,5,0,0,4,1,1,0
738,2.227272727272727,1.1304347826086956,32,34,3,3,5,0,0,4,0,1,0
739,2.3902439024390243,1.04,34,37,5,5,3,0,0,4,0,1,0
740,1.0,1.0,2,1,0,0,0,0,0,2,0,0,0
741,1.8181818181818181,1.1666666666666667,27,29,3,3,4,0,0,3,1,1,0
742,2.3513513513513513,1.1666666666666667,36,39,4,4,6,0,0,3,0,1,0
743,2.5434782608695654,1.24,41,45,5,5,6,0,0,4,0,1,1
744,3.0681818181818183,1.1388888888888888,51,62,7,8,5,0,0,4,0,1,0
745,2.6315789473684212,1.3055555555555556,56,66,9,7,8,0,0,4,1,1,0
746,2.7471264367816093,1.2333333333333334,91,117,13,18,5,0,0,4,1,1,0
747,3.0,1.2,58,68,8,6,7,0,0,4,1,1,0
748,1.9565217391304348,1.0909090909090908,30,32,3,3,6,0,0,4,1,1,0
749,1.9111111111111112,1.0833333333333333,33,35,4,3,8,0,0,4,1,1,0
750,1.1666666666666667,1.0,2,1,0,0,0,0,0,2,0,0,0
751,2.0232558139534884,1.0909090909090908,30,31,3,5,4,0,0,4,1,1,0
752,2.391304347826087,1.2222222222222223,41,44,4,4,4,0,0,4,0,1,0
753,2.2830188679245285,1.206896551724138,45,49,6,6,6,0,0,4,0,1,0
754,2.877551020408163,1.3928571428571428,51,62,10,9,5,0,0,4,1,1,0
755,3.240740740740741,1.225,63,74,8,10,6,0,0,4,1,1,0
756,3.463768115942029,1.3958333333333333,86,106,16,14,7,0,0,4,1,1,0
757,3.056603773584906,1.2777777777777777,57,68,7,9,6,0,0,4,1,1,0
758,2.1956521739130435,1.1363636363636365,31,33,3,3,5,0,0,4,0,1,0
